Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct
SF13492,Punjab,Warangal,Wheat,Kharif,12.44,601.9,27.2,60.2,8.3,7.66,24.3,97.8,36.7,96.0,Drip,65.9,6.88,0.77,0.94,11.69,23614,680562,276048,-404514,5818,2.009,31.8
SF13493,Gujarat,Nalgonda,Rice,Rabi,1.61,526.8,21.5,59.9,7.4,6.26,19.3,149.3,58.1,59.9,Flood,246.4,4.15,0.89,2.37,3.82,21745,117133,83066,-34067,3119,1.225,46.1
SF13494,Gujarat,Erode,Pulses,Rabi,9.38,544.5,25.2,56.3,6.8,6.56,31.6,106.6,25.1,109.9,Flood,114.3,6.57,0.95,1.35,12.66,85816,573771,1086431,512660,4312,2.936,32.3
SF13495,Andhra Pradesh,Warangal,Rice,Kharif,12.09,771.2,30.0,57.4,6.4,6.72,32.8,99.9,46.0,108.9,Flood,233.1,4.57,0.91,3.01,36.39,25389,966630,923906,-42724,20722,1.756,54.8
SF13496,Telangana,Raichur,Maize,Kharif,1.03,748.8,28.9,57.7,5.3,6.0,30.7,131.6,49.8,133.8,Flood,176.7,3.89,0.68,2.85,2.94,21130,59066,62122,3056,597,4.925,57.0
SF13497,Andhra Pradesh,Warangal,Groundnut,Rabi,2.74,202.2,25.7,58.7,7.8,7.35,25.6,72.7,38.7,127.2,Flood,240.2,6.96,0.74,0.89,2.44,58532,181209,142818,-38391,1830,1.333,29.4
SF13498,Madhya Pradesh,Krishna,Rice,Kharif,5.42,512.7,22.1,76.6,8.0,6.6,44.1,99.1,27.5,109.0,Sprinkler,267.9,5.79,0.66,3.44,18.64,19243,376442,358690,-17752,6867,2.714,47.6
SF13499,Tamil Nadu,Nashik,Rice,Zaid,5.5,,34.4,47.6,7.1,7.36,24.3,153.2,49.1,132.2,Flood,116.9,6.38,0.69,1.31,7.2,22126,350358,159307,-191051,10847,0.664,45.4
SF13500,Tamil Nadu,Erode,Rice,Rabi,4.82,80.0,22.7,47.8,8.0,7.2,36.7,130.8,62.4,138.9,Rainfed,87.3,2.68,0.81,,7.9,23402,279752,184876,-94876,4516,1.749,25.7
SF13501,Tamil Nadu,Guntur,Rice,Zaid,3.74,336.4,33.0,46.3,9.0,6.22,22.4,150.2,86.0,133.4,Rainfed,192.7,6.46,0.73,2.19,8.19,21082,180343,172662,-7681,3368,2.432,36.1
SF13502,Tamil Nadu,Erode,Sugarcane,Rabi,9.94,426.7,22.2,49.0,8.8,6.32,15.9,122.4,92.5,171.8,Flood,190.2,12.08,0.85,57.26,569.16,3634,631961,2068327,1436366,22503,25.293,26.5
SF13503,Punjab,Rajkot,Wheat,Kharif,14.84,805.8,31.2,85.9,7.1,7.39,31.9,102.1,34.8,92.3,Sprinkler,187.2,2.65,0.74,1.74,25.82,25069,946134,647282,-298852,8079,3.196,63.0
SF13504,Telangana,Indore,Pulses,Rabi,6.98,309.1,25.8,66.6,7.9,6.37,15.9,120.4,60.6,84.0,Flood,107.1,7.81,0.78,1.07,7.47,71686,413696,535494,121798,3262,2.29,32.6
SF13505,Andhra Pradesh,Ludhiana,Maize,Kharif,3.24,906.8,29.0,80.3,7.4,6.42,29.2,145.5,31.0,103.4,Sprinkler,212.5,4.23,0.98,3.83,12.41,23567,221473,292466,70993,1641,7.562,46.2
SF13506,Telangana,Rajkot,Chilli,Zaid,1.63,131.1,33.2,53.5,7.6,7.34,21.0,111.4,58.1,73.1,Flood,176.5,3.37,0.78,0.69,1.12,118843,112993,133104,20111,1307,0.857,49.5
SF13507,Telangana,Nashik,Pulses,Kharif,12.96,870.4,32.1,70.7,6.7,6.44,31.1,108.3,51.3,30.0,Drip,256.2,1.6,0.9,1.32,17.11,63056,829487,1078888,249401,4545,3.765,68.9
SF13508,Andhra Pradesh,Krishna,Wheat,Zaid,14.75,505.3,33.7,45.7,6.9,6.23,14.5,95.6,58.2,76.7,Rainfed,90.9,1.48,0.81,1.84,27.14,22781,727215,618276,-108939,3869,7.015,71.6
SF13509,Gujarat,Krishna,Cotton,Rabi,12.81,466.7,25.8,55.9,7.8,7.14,21.4,171.5,50.7,131.8,Flood,244.4,8.42,0.73,1.56,19.98,67661,1072553,1351867,279314,11098,1.8,14.7
SF13510,Maharashtra,Nashik,Wheat,Kharif,12.06,854.2,29.3,76.3,8.7,5.85,30.5,147.6,34.1,126.0,Flood,198.0,5.95,0.74,1.11,13.39,25882,915448,346560,-568888,7890,1.697,50.9
SF13511,Madhya Pradesh,Warangal,Chilli,Kharif,12.86,1034.6,31.1,60.1,7.4,7.31,26.6,128.1,45.7,151.9,Drip,293.2,6.23,0.82,1.43,18.39,101593,1042712,1868295,825583,7693,2.39,53.3
SF13512,Gujarat,Raichur,Pulses,Zaid,1.15,220.1,28.2,54.5,8.8,6.64,21.8,163.2,38.9,106.7,Flood,181.7,8.91,0.91,1.01,1.16,71234,78083,82631,4548,530,2.189,28.9
SF13513,Maharashtra,Guntur,Chilli,Zaid,1.3,115.2,33.5,60.3,5.8,7.88,19.4,89.8,68.0,121.4,Flood,229.1,2.56,0.81,0.3,0.39,76888,84091,29986,-54105,1074,0.363,42.6
SF13514,Andhra Pradesh,Rajkot,Groundnut,Rabi,12.76,590.3,22.6,68.1,8.4,5.47,16.6,93.7,55.7,83.7,Rainfed,259.3,2.6,0.65,0.3,3.83,58034,928153,222270,-705883,3918,0.978,47.6
SF13515,Madhya Pradesh,Raichur,Cotton,Kharif,11.6,528.3,29.3,56.5,8.2,7.01,30.4,100.7,70.1,118.2,Rainfed,180.3,6.88,0.84,1.67,19.37,66615,647267,1290333,643066,5189,3.733,34.7
SF13516,Telangana,Warangal,Cotton,Zaid,10.37,249.0,27.7,56.6,8.3,5.88,22.6,133.8,58.4,145.6,Drip,247.0,5.77,0.86,0.49,5.08,68052,806515,345704,-460811,6330,0.803,27.3
SF13517,Madhya Pradesh,Erode,Wheat,Zaid,8.96,573.9,30.9,51.7,8.3,6.97,25.7,88.6,71.1,96.8,Drip,183.8,7.69,0.96,2.79,25.0,21837,535984,545925,9941,4523,5.527,37.1
SF13518,Madhya Pradesh,Indore,Groundnut,Zaid,9.72,131.4,31.2,49.6,6.9,7.23,17.4,77.1,89.0,134.5,Sprinkler,117.3,6.98,0.93,0.89,8.65,47311,508183,409240,-98943,4876,1.774,26.4
SF13519,Madhya Pradesh,Rajkot,Cotton,Zaid,11.57,248.2,36.3,41.5,8.4,6.62,19.2,129.5,76.2,118.3,Flood,95.5,3.24,0.73,1.32,15.27,73339,710613,1119887,409274,12523,1.219,55.0
SF13520,Karnataka,Indore,Wheat,Kharif,8.61,644.7,29.2,82.3,7.8,6.7,31.9,120.9,60.7,63.6,Flood,118.2,5.25,0.92,3.26,28.07,28782,435486,807911,372425,5523,5.082,55.9
SF13521,Maharashtra,Indore,Wheat,Rabi,9.71,708.8,21.4,55.1,7.1,7.34,33.4,152.8,80.2,116.6,Flood,176.1,3.92,0.93,2.1,20.39,25052,530322,510810,-19512,6486,3.144,50.6
SF13522,Gujarat,Nashik,Rice,Zaid,10.18,404.4,33.2,58.0,9.3,6.8,22.4,109.6,54.6,112.8,Flood,257.2,7.4,0.96,2.61,26.57,24232,878058,643844,-234214,19844,1.339,37.5
SF13523,Gujarat,Warangal,Groundnut,Zaid,14.43,146.5,29.3,56.5,6.9,6.72,13.8,134.1,69.8,92.6,Drip,157.4,5.61,0.66,1.31,18.9,58197,1088940,1099923,10983,7046,2.682,32.6
SF13524,Karnataka,Nashik,Sugarcane,Kharif,0.82,752.4,29.5,67.5,5.8,6.62,21.9,159.1,120.0,94.0,Flood,297.2,6.61,0.85,91.46,75.0,3898,58030,292350,234320,1944,38.58,54.4
SF13525,Karnataka,Ludhiana,Cotton,Rabi,6.98,400.8,23.9,58.2,7.5,6.27,20.4,137.8,54.3,93.2,Drip,194.3,7.23,0.92,1.56,10.89,66336,603046,722399,119353,4844,2.248,31.0
SF13526,Andhra Pradesh,Erode,Sugarcane,Rabi,6.96,772.5,27.9,64.5,7.2,6.76,19.9,166.1,75.7,135.8,Drip,48.3,6.35,0.73,93.13,648.18,2917,419212,1890741,1471529,10705,60.549,59.9
SF13527,Karnataka,Warangal,Wheat,Kharif,12.74,897.2,28.6,80.3,6.3,6.04,35.5,115.6,77.4,134.5,Flood,257.3,4.06,0.75,1.72,21.91,25778,847558,564796,-282762,7421,2.952,54.6
SF13528,Maharashtra,Nalgonda,Cotton,Kharif,6.27,1008.8,28.8,88.5,6.8,6.93,29.3,163.6,57.9,137.1,Drip,204.1,2.69,0.91,2.06,12.92,71444,366389,923056,556667,4058,3.184,60.5
SF13529,Telangana,Krishna,Chilli,Rabi,3.94,193.3,23.9,71.1,6.7,7.58,30.4,125.8,80.5,131.8,Flood,264.7,5.93,0.85,0.75,2.96,88235,287033,261176,-25857,3128,0.946,33.3
SF13530,Andhra Pradesh,Nashik,Chilli,Kharif,9.62,656.0,28.9,70.1,5.3,6.24,30.8,88.9,76.8,102.8,Flood,239.1,5.87,0.69,2.2,21.16,88143,525445,1865106,1339661,7609,2.781,51.4
SF13531,Andhra Pradesh,Rajkot,Chilli,Rabi,8.61,446.1,26.1,41.8,6.8,7.25,25.6,120.1,35.9,106.4,Sprinkler,161.0,5.6,0.96,1.86,16.01,111729,550116,1788781,1238665,5474,2.925,36.5
SF13532,Madhya Pradesh,Guntur,Pulses,Kharif,3.34,1094.8,27.9,61.0,6.7,6.39,32.3,64.8,65.2,86.3,Drip,188.5,4.54,0.76,1.23,4.11,64398,225961,264676,38715,1213,3.388,65.3
SF13533,Gujarat,Raichur,Rice,Rabi,5.32,691.6,25.2,57.9,6.4,7.34,17.4,118.5,45.6,109.8,Flood,98.2,9.32,0.83,2.52,13.41,19851,430779,266202,-164577,9203,1.457,24.6
SF13534,Tamil Nadu,Guntur,Wheat,Zaid,2.31,221.5,30.1,57.7,9.2,6.34,8.0,96.1,62.9,86.3,Sprinkler,183.5,1.73,0.65,1.84,4.25,26030,145567,110628,-34939,1023,4.154,43.8
SF13535,Punjab,Nashik,Wheat,Kharif,12.59,1090.4,33.5,68.9,6.7,6.22,26.7,79.1,55.9,84.7,Sprinkler,206.8,1.8,1.0,1.7,21.4,21485,1007206,459779,-547427,7379,2.9,82.8
SF13536,Tamil Nadu,Erode,Cotton,Rabi,9.46,586.8,24.4,48.7,8.5,6.55,29.1,127.8,77.9,134.8,Flood,167.7,6.1,0.8,1.95,18.45,69021,638291,1273437,635146,9203,2.005,50.9
SF13537,Karnataka,Warangal,Groundnut,Kharif,13.55,1074.7,29.5,75.6,6.1,7.16,30.5,40.0,17.1,92.1,Rainfed,217.0,5.49,0.93,0.93,12.6,50100,956230,631260,-324970,3576,3.523,60.0
SF13538,Karnataka,Warangal,Maize,Rabi,3.14,459.5,27.6,57.9,8.9,7.69,26.0,119.1,55.7,132.8,Rainfed,91.8,8.48,0.75,1.1,3.45,20874,169824,72015,-97809,774,4.457,42.7
SF13539,Telangana,Guntur,Chilli,Kharif,8.46,652.4,31.8,68.1,6.1,6.42,29.6,144.0,43.8,100.8,Drip,191.8,5.03,0.76,2.91,24.62,98737,560062,2430905,1870843,4085,6.027,43.7
SF13540,Telangana,Warangal,Wheat,Kharif,5.47,729.0,30.5,83.2,7.2,6.94,28.3,174.7,53.3,55.3,Flood,124.3,2.39,0.81,3.07,16.79,26333,310754,442131,131377,4033,4.163,58.0
SF13541,Madhya Pradesh,Indore,Wheat,Rabi,12.08,557.7,24.8,60.6,7.9,5.87,23.1,119.8,64.8,68.0,Flood,45.7,4.54,0.8,1.59,19.21,21277,727819,408731,-319088,6183,3.107,56.0
SF13542,Karnataka,Krishna,Cotton,Rabi,2.68,373.6,22.9,39.6,7.5,6.57,21.4,76.3,83.1,56.7,Sprinkler,214.4,2.34,0.77,1.29,3.46,66257,199366,229249,29883,2122,1.631,31.2
SF13543,Tamil Nadu,Warangal,Pulses,Rabi,13.34,586.6,20.8,55.5,7.4,7.46,22.1,205.8,54.9,130.1,Sprinkler,113.7,5.78,0.75,0.77,10.27,77403,915673,794929,-120744,5552,1.85,47.6
SF13544,Andhra Pradesh,Nashik,Groundnut,Kharif,7.34,1183.9,26.1,68.2,8.9,6.12,20.0,81.5,39.0,96.7,Rainfed,245.0,4.42,0.88,1.04,7.63,61074,549356,465995,-83361,1733,4.403,65.0
SF13545,Tamil Nadu,Krishna,Maize,Rabi,3.14,431.8,23.1,52.3,7.5,7.0,18.6,72.2,92.9,117.2,Flood,114.1,3.32,0.97,4.16,13.06,20356,187471,265849,78378,2128,6.137,36.9
SF13546,Karnataka,Krishna,Chilli,Kharif,13.45,658.6,31.6,81.6,7.0,6.36,33.7,40.0,62.4,151.3,Flood,253.4,6.22,0.68,2.34,31.47,111772,1046037,3517465,2471428,10637,2.959,42.0
SF13547,Tamil Nadu,Ludhiana,Chilli,Kharif,5.3,962.9,29.2,69.1,5.3,5.28,31.2,136.6,54.3,131.4,Rainfed,227.4,4.13,0.75,0.3,1.59,100055,374365,159087,-215278,1726,0.921,72.2
SF13548,Karnataka,Nalgonda,Sugarcane,Kharif,5.79,910.2,26.7,65.6,8.1,7.5,35.2,137.1,85.0,86.3,Rainfed,98.5,5.69,0.74,31.83,184.3,3462,400235,638047,237812,6500,28.354,43.0
SF13549,Tamil Nadu,Guntur,Cotton,Zaid,3.85,132.2,29.5,50.1,7.5,6.14,20.5,130.0,58.1,95.6,Rainfed,180.3,5.83,0.9,0.75,2.89,67828,192372,196023,3651,1748,1.653,33.8
SF13550,Maharashtra,Nashik,Rice,Kharif,10.86,914.6,30.7,69.0,5.6,6.11,30.2,151.4,56.2,120.8,Rainfed,195.4,6.81,0.84,2.31,25.09,21849,599350,548191,-51159,8960,2.8,57.0
SF13551,Karnataka,Guntur,Chilli,Rabi,10.85,510.8,28.5,49.9,7.8,6.44,18.6,113.0,44.0,101.5,Drip,77.8,4.24,0.74,2.25,24.41,107081,565093,2613847,2048754,5491,4.445,41.2
SF13552,Madhya Pradesh,Indore,Cotton,Rabi,1.76,586.6,24.1,49.1,7.7,6.92,24.1,44.7,43.1,103.9,Rainfed,228.3,4.78,0.86,1.3,2.29,69316,131203,158734,27531,714,3.207,35.7
SF13553,Gujarat,Nalgonda,Cotton,Kharif,11.7,891.7,27.2,80.8,8.0,7.06,30.3,106.2,37.5,87.1,Flood,162.8,6.16,0.67,1.48,17.32,74640,884213,1292765,408552,11572,1.497,59.3
SF13554,Telangana,Guntur,Groundnut,Kharif,5.17,909.8,31.1,55.3,6.3,5.75,32.5,86.6,71.6,90.8,Rainfed,216.4,3.61,0.66,0.6,3.1,59179,348304,183455,-164849,1382,2.243,47.4
SF13555,Telangana,Indore,Wheat,Rabi,5.78,783.6,20.5,42.8,7.0,7.66,26.0,122.9,69.9,145.1,Sprinkler,101.1,5.02,0.97,1.09,6.3,25532,361782,160852,-200930,3443,1.83,41.4
SF13556,Punjab,Raichur,Wheat,Zaid,9.22,341.0,33.7,54.9,10.4,7.05,28.9,156.9,41.6,149.8,Rainfed,116.1,4.37,0.8,1.87,17.24,24325,483430,419363,-64067,2961,5.822,30.7
SF13557,Tamil Nadu,Nalgonda,Rice,Kharif,10.06,1154.9,26.5,74.1,8.1,6.39,36.4,167.4,55.8,156.2,Drip,205.8,2.82,0.92,3.86,38.83,19929,561999,773843,211844,11900,3.263,56.1
SF13558,Gujarat,Erode,Rice,Rabi,11.19,585.4,24.0,70.8,6.4,7.91,30.6,135.3,42.9,114.3,Flood,175.1,5.87,0.95,0.63,7.05,20582,710169,145103,-565066,20102,0.351,49.2
SF13559,Madhya Pradesh,Indore,Pulses,Kharif,8.76,654.5,28.4,66.1,5.7,7.21,28.9,161.6,68.5,71.5,Drip,122.6,1.61,0.91,1.19,10.42,77383,581076,806331,225255,2297,4.536,61.8
SF13560,Karnataka,Warangal,Chilli,Kharif,5.85,1099.7,31.3,62.7,6.6,7.27,41.3,127.9,69.9,130.9,Rainfed,119.1,6.95,0.79,1.37,8.01,95018,351187,761094,409907,1997,4.011,47.3
SF13561,Tamil Nadu,Ludhiana,Wheat,Rabi,5.13,786.5,23.1,59.4,6.9,7.85,28.3,129.1,33.1,98.8,Drip,147.8,4.52,0.69,0.74,3.8,24204,250680,91975,-158705,2462,1.543,45.8
SF13562,Punjab,Ludhiana,Chilli,Kharif,14.33,1125.2,24.2,71.6,6.5,5.27,34.7,116.2,66.5,162.6,Sprinkler,134.5,4.53,0.87,0.3,4.3,94931,996733,408203,-588530,7917,0.543,60.4
SF13563,Punjab,Nashik,Wheat,Rabi,5.42,378.4,23.5,64.7,7.6,5.63,31.1,123.2,42.3,90.6,Rainfed,212.8,5.63,0.89,0.62,3.36,23767,329714,79857,-249857,1774,1.894,37.6
SF13564,Madhya Pradesh,Rajkot,Pulses,Rabi,2.91,150.9,21.4,49.3,6.9,6.84,20.7,118.8,58.5,125.6,Rainfed,270.6,2.5,0.93,0.68,1.98,79701,188974,157808,-31166,613,3.23,37.5
SF13565,Punjab,Guntur,Chilli,Rabi,6.98,219.6,19.4,57.6,7.0,6.03,21.1,82.2,50.1,65.7,Sprinkler,244.8,4.57,0.67,0.81,5.65,99017,576706,559446,-17260,4504,1.254,37.9
SF13566,Madhya Pradesh,Warangal,Wheat,Kharif,3.37,747.8,29.6,61.2,6.4,7.77,30.0,143.5,40.7,128.6,Rainfed,255.8,8.52,0.68,0.88,2.97,18583,233979,55192,-178787,930,3.194,32.7
SF13567,Andhra Pradesh,Warangal,Pulses,Kharif,13.29,769.7,25.0,68.2,5.8,6.32,24.5,111.8,82.4,78.1,Flood,187.6,7.31,0.92,1.26,16.75,59195,961845,991516,29671,5336,3.139,44.7
SF13568,Punjab,Guntur,Sugarcane,Rabi,8.33,316.2,23.5,64.2,7.3,5.48,27.1,109.4,45.5,103.6,Drip,170.6,4.76,0.88,7.9,65.81,3148,518886,207170,-311716,14406,4.568,39.1
SF13569,Karnataka,Ludhiana,Groundnut,Zaid,12.24,427.2,30.8,40.3,7.8,5.84,25.6,145.7,53.8,142.9,Rainfed,188.3,4.67,0.87,0.66,8.08,55352,760767,447244,-313523,3478,2.323,45.6
SF13570,Gujarat,Erode,Wheat,Rabi,0.88,353.8,25.8,49.4,6.3,7.88,23.6,104.4,34.2,151.7,Flood,109.7,8.33,0.72,0.46,0.4,26639,58368,10656,-47712,524,0.763,15.6
SF13571,Gujarat,Indore,Maize,Kharif,8.55,798.7,25.2,75.1,6.1,8.11,35.2,160.9,61.5,145.5,Sprinkler,190.2,3.26,0.75,0.42,3.59,20748,573939,74485,-499454,5228,0.687,63.9
SF13572,Maharashtra,Rajkot,Rice,Kharif,14.77,765.1,25.9,76.1,5.9,6.21,25.5,40.0,40.0,123.6,Rainfed,201.7,9.1,0.86,2.46,36.33,17494,946057,635557,-310500,11012,3.299,44.5
SF13573,Madhya Pradesh,Raichur,Chilli,Kharif,4.68,608.1,28.2,79.5,7.9,7.27,37.6,125.5,71.4,111.2,Flood,252.4,5.5,0.92,1.67,7.82,114735,360622,897228,536606,3862,2.025,57.9
SF13574,Maharashtra,Raichur,Wheat,Zaid,9.17,133.8,27.5,53.5,9.8,6.69,8.0,79.0,52.0,119.7,Rainfed,106.5,5.64,0.66,1.85,16.96,24827,644280,421066,-223214,2722,6.231,19.5
SF13575,Gujarat,Guntur,Wheat,Kharif,8.22,964.2,26.5,63.6,6.7,6.18,36.8,96.1,77.0,109.8,Sprinkler,308.9,1.93,0.8,2.37,19.48,24799,522128,483085,-39043,4122,4.726,62.1
SF13576,Maharashtra,Rajkot,Cotton,Rabi,4.3,546.2,21.8,45.3,8.4,5.98,22.3,160.1,60.3,149.3,Drip,166.3,4.46,1.0,0.95,4.08,64898,235656,264784,29128,2901,1.406,41.0
SF13577,Karnataka,Raichur,Pulses,Kharif,10.48,789.2,29.1,76.9,6.0,6.5,29.6,41.7,54.3,77.9,Flood,91.5,2.7,0.89,1.07,11.21,71535,534418,801907,267489,4881,2.297,50.9
SF13578,Andhra Pradesh,Erode,Wheat,Rabi,6.92,80.0,23.5,63.1,6.7,7.55,24.8,155.5,15.0,105.7,Flood,222.3,4.51,0.89,0.79,5.47,23098,507803,126346,-381457,5287,1.035,41.9
SF13579,Punjab,Ludhiana,Rice,Kharif,1.41,,27.7,82.6,7.0,6.42,32.0,148.3,62.8,136.5,Flood,248.5,4.03,0.77,3.77,5.32,19999,106402,106395,-7,2141,2.485,61.5
SF13580,Telangana,Rajkot,Wheat,Kharif,11.99,632.0,27.5,82.7,6.3,7.12,33.8,133.9,43.6,116.6,Drip,253.4,6.23,0.76,3.32,39.81,24334,865108,968737,103629,6114,6.511,57.7
SF13581,Madhya Pradesh,Indore,Chilli,Rabi,13.6,473.1,22.2,57.8,5.7,7.37,20.6,174.2,76.4,131.8,Sprinkler,273.9,5.76,0.85,1.52,20.67,99958,1028732,2066132,1037400,9649,2.142,40.6
SF13582,Maharashtra,Krishna,Sugarcane,Rabi,14.65,459.8,26.3,75.6,7.2,6.11,29.3,134.1,58.4,116.6,Sprinkler,233.4,4.66,0.66,47.8,700.27,2905,966704,2034284,1067580,26779,26.15,46.2
SF13583,Madhya Pradesh,Nalgonda,Rice,Kharif,1.23,600.7,27.3,64.8,6.5,6.55,38.2,77.6,59.9,157.2,Flood,158.5,5.47,0.75,4.16,5.12,20447,73114,104689,31575,2412,2.123,45.2
SF13584,Telangana,Warangal,Chilli,Kharif,8.2,692.5,30.9,58.5,5.8,6.59,35.9,70.2,73.4,104.5,Drip,92.4,4.52,0.72,2.78,22.8,105503,549777,2405468,1855691,5253,4.34,42.3
SF13585,Andhra Pradesh,Warangal,Rice,Kharif,11.53,618.4,30.5,63.2,6.5,6.96,33.7,146.6,54.2,88.9,Sprinkler,61.7,7.98,0.87,4.35,50.16,22542,710974,1130707,419733,17997,2.787,44.1
SF13586,Gujarat,Rajkot,Wheat,Kharif,11.09,526.9,29.0,63.5,6.6,6.76,30.3,91.6,67.0,104.9,Rainfed,56.0,3.18,0.74,2.63,29.17,20408,410160,595301,185141,2899,10.062,53.9
SF13587,Punjab,Krishna,Chilli,Zaid,9.93,80.0,34.3,46.0,9.7,6.07,15.0,180.3,61.1,139.0,Drip,108.4,1.37,0.95,1.09,10.82,99182,482371,1073149,590778,5290,2.045,53.2
SF13588,Tamil Nadu,Raichur,Cotton,Zaid,6.69,497.3,32.9,57.7,7.5,6.24,24.7,105.8,48.6,155.2,Sprinkler,170.2,7.04,0.73,1.28,8.56,70693,498665,605132,106467,4688,1.826,32.4
SF13589,Andhra Pradesh,Warangal,Maize,Kharif,3.38,1134.6,28.0,66.4,7.3,7.33,27.1,151.2,74.1,120.0,Rainfed,183.6,6.95,0.9,2.16,7.3,23848,211229,174090,-37139,1063,6.867,51.6
SF13590,Maharashtra,Guntur,Cotton,Rabi,11.17,439.8,25.2,55.3,8.7,5.77,23.9,62.6,50.8,105.8,Sprinkler,112.2,1.97,0.7,0.6,6.7,74421,749367,498621,-250746,7176,0.934,59.1
SF13591,Karnataka,Raichur,Cotton,Kharif,7.56,1088.0,27.9,72.7,6.5,7.51,40.6,167.8,55.7,53.4,Rainfed,222.7,4.11,0.66,0.79,5.97,65503,479839,391053,-88786,2611,2.286,64.3
SF13592,Telangana,Indore,Wheat,Kharif,6.32,1176.9,23.5,73.6,5.0,6.68,31.8,96.9,52.8,101.1,Rainfed,300.6,1.83,0.79,2.12,13.4,23382,459913,313319,-146594,1979,6.771,61.5
SF13593,Karnataka,Indore,Rice,Kharif,4.19,698.7,27.7,62.4,7.7,5.74,31.6,108.1,67.1,76.3,Flood,219.1,3.89,0.85,1.51,6.33,24439,299234,154699,-144535,7404,0.855,47.0
SF13594,Gujarat,Guntur,Rice,Rabi,6.63,457.0,25.2,74.2,6.3,6.52,39.9,125.3,20.8,84.3,Flood,109.2,6.98,0.82,3.19,21.15,21300,424258,450495,26237,11849,1.785,34.6
SF13595,Madhya Pradesh,Warangal,Rice,Zaid,7.2,484.9,32.7,59.3,8.7,6.81,24.2,154.4,54.5,80.8,Flood,140.7,2.86,0.84,3.17,22.82,25015,424350,570842,146492,12776,1.786,53.8
SF13596,Madhya Pradesh,Krishna,Pulses,Kharif,14.2,816.7,28.3,72.2,8.0,6.86,20.0,152.4,32.2,90.8,Drip,250.3,1.4,0.83,1.69,24.0,82946,1110632,1990704,880072,4653,5.158,62.6
SF13597,Madhya Pradesh,Nalgonda,Chilli,Rabi,11.74,593.2,23.3,60.0,7.4,7.02,26.0,150.1,67.0,110.4,Drip,115.6,8.59,0.66,2.23,26.18,111224,761807,2911844,2150037,4494,5.826,33.1
SF13598,Telangana,Nalgonda,Wheat,Rabi,6.9,495.5,27.8,48.8,7.6,7.69,22.6,64.7,86.1,56.1,Rainfed,203.1,5.79,0.93,0.89,6.14,25009,475282,153555,-321727,1911,3.213,52.8
SF13599,Maharashtra,Krishna,Rice,Kharif,2.16,876.5,32.7,64.6,5.4,7.5,34.7,135.3,64.3,137.2,Rainfed,304.8,3.01,0.88,1.59,3.43,20811,145138,71382,-73756,1766,1.942,64.2
SF13600,Andhra Pradesh,Ludhiana,Pulses,Rabi,1.3,633.4,21.8,67.3,7.9,7.85,27.8,62.1,51.5,136.0,Flood,186.5,3.31,0.82,0.3,0.39,77283,78921,30140,-48781,539,0.724,48.3
SF13601,Andhra Pradesh,Rajkot,Pulses,Kharif,7.32,919.8,27.7,74.7,5.6,6.87,27.0,129.5,62.3,47.9,Flood,152.1,4.18,0.93,1.54,11.27,76876,462332,866393,404061,3345,3.369,60.9
SF13602,Madhya Pradesh,Warangal,Groundnut,Kharif,9.01,841.6,32.1,59.2,6.8,7.07,34.3,143.6,90.1,109.1,Sprinkler,255.0,4.77,0.67,1.52,13.7,67986,654168,931408,277240,4726,2.899,56.9
SF13603,Maharashtra,Ludhiana,Rice,Kharif,7.26,830.3,30.3,84.5,6.1,6.81,30.1,83.1,64.0,123.8,Rainfed,280.3,3.13,0.7,3.93,28.53,20400,543394,582012,38618,7092,4.023,77.2
SF13604,Andhra Pradesh,Nalgonda,Cotton,Zaid,11.78,465.0,31.1,62.6,7.1,7.18,23.0,159.0,53.8,121.7,Drip,162.1,5.8,0.71,1.32,15.55,71271,860365,1108264,247899,7120,2.184,37.8
SF13605,Madhya Pradesh,Nashik,Wheat,Kharif,8.96,1063.1,26.5,71.4,6.9,7.25,29.3,104.2,30.7,87.4,Flood,116.9,8.65,0.82,1.79,16.04,22573,670876,362071,-308805,6126,2.618,53.0
SF13606,Telangana,Indore,Maize,Rabi,10.54,343.4,22.4,64.8,7.7,7.06,17.2,101.1,61.7,107.0,Drip,218.4,3.3,0.79,2.69,28.35,21596,823511,612247,-211264,4875,5.815,36.2
SF13607,Tamil Nadu,Indore,Pulses,Kharif,12.29,922.7,28.6,71.6,7.2,6.8,28.7,108.4,51.9,81.7,Rainfed,135.6,5.31,0.74,1.31,16.1,75387,771535,1213731,442196,2293,7.021,61.1
SF13608,Madhya Pradesh,Nashik,Wheat,Kharif,1.02,939.4,29.4,69.3,8.2,7.19,31.0,148.4,55.1,82.3,Flood,225.2,3.79,0.95,2.27,2.32,17667,65729,40987,-24742,732,3.169,55.1
